CustomerID,Age,Gender,City,ProductCategory,Quantity,Membership,VisitFrequency,TotalSpend,HighSpender
C01736,28,Male,Houston,Snacks,7,No,27,9.31,No
C01737,30,Female,Houston,Household,9,Yes,19,67.86,No
C01738,51,Female,Houston,Bakery,9,No,7,264.15,Yes
C01739,42,Female,Los Angeles,Dairy,1,No,28,25.2,No
C01740,24,Male,New York,Snacks,2,Yes,21,37.66,No
C01741,69,Female,Chicago,Snacks,8,Yes,12,369.92,Yes
C01742,21,Male,New York,Dairy,1,Yes,21,17.29,No
C01743,25,Male,New York,Produce,3,No,6,81.96,No
C01744,37,Male,New York,Bakery,7,Yes,12,202.09,Yes
C01745,46,Male,Houston,Frozen Foods,8,No,5,214.8,Yes
C01746,68,Female,Houston,Produce,5,Yes,13,122.0,Yes
C01747,62,Female,Chicago,Household,2,No,17,35.04,No
C01748,63,Female,Chicago,Produce,3,No,9,136.59,Yes
C01749,27,Male,Chicago,Beverages,9,No,27,207.81,Yes
C01750,60,Female,New York,Snacks,10,Yes,20,268.9,Yes
C01751,51,Male,Houston,Snacks,7,No,21,232.19,Yes
C01752,43,Male,Los Angeles,Bakery,1,No,17,4.32,No
C01753,58,Male,New York,Household,3,No,19,117.84,Yes
C01754,66,Female,Miami,Snacks,9,Yes,19,234.99,Yes
C01755,20,Female,New York,Frozen Foods,7,Yes,8,232.4,Yes
C01756,23,Male,Houston,Frozen Foods,2,Yes,27,77.66,No
C01757,22,Female,Miami,Household,6,No,8,262.98,Yes
C01758,22,Female,New York,Frozen Foods,9,No,25,181.98,Yes
C01759,64,Male,Houston,Dairy,4,Yes,30,163.04,Yes
C01760,40,Male,Houston,Household,10,No,26,136.8,Yes
C01761,66,Female,Los Angeles,Bakery,2,Yes,15,66.72,No
C01762,26,Male,New York,Frozen Foods,3,Yes,7,18.09,No
C01763,52,Male,Houston,Beverages,7,Yes,6,13.86,No
C01764,37,Female,Chicago,Beverages,4,Yes,30,22.76,No
C01765,66,Female,Houston,Produce,7,Yes,16,116.55,Yes
C01766,59,Male,Los Angeles,Produce,5,Yes,8,12.6,No
C01767,52,Female,Houston,Bakery,8,Yes,3,255.12,Yes
C01768,67,Male,New York,Household,8,No,10,132.08,Yes
C01769,35,Male,New York,Produce,5,No,26,185.4,Yes
C01770,34,Female,Miami,Produce,7,Yes,10,22.75,No
C01771,41,Male,New York,Beverages,6,No,24,69.72,No
C01772,20,Male,Miami,Produce,8,Yes,19,167.92,Yes
C01773,49,Male,Chicago,Beverages,9,No,29,177.75,Yes
C01774,52,Female,Los Angeles,Frozen Foods,5,Yes,2,37.1,No
C01775,55,Female,Chicago,Frozen Foods,7,No,9,347.97,Yes
C01776,30,Female,Miami,Bakery,1,Yes,1,14.94,No
C01777,64,Male,Houston,Dairy,8,No,10,290.64,Yes
C01778,42,Male,Houston,Produce,3,Yes,26,35.34,No
C01779,26,Female,Chicago,Frozen Foods,1,Yes,18,44.01,No
C01780,21,Female,Houston,Frozen Foods,6,No,23,120.0,Yes
C01781,31,Female,Miami,Household,8,Yes,1,361.12,Yes
C01782,54,Male,Los Angeles,Bakery,3,Yes,12,53.25,No
C01783,51,Female,New York,Snacks,1,Yes,5,1.42,No
C01784,28,Male,Miami,Snacks,3,No,28,78.99,No
C01785,58,Female,Miami,Bakery,5,No,25,133.55,Yes
C01786,20,Male,New York,Beverages,8,No,25,54.96,No
C01787,45,Male,New York,Dairy,9,No,11,112.59,Yes
C01788,46,Female,Los Angeles,Household,9,No,20,354.51,Yes
C01789,26,Male,Los Angeles,Household,4,Yes,26,11.2,No
C01790,20,Female,Los Angeles,Bakery,8,Yes,14,199.92,Yes
C01791,42,Male,Houston,Snacks,5,No,15,134.95,Yes
C01792,51,Male,Miami,Dairy,3,No,2,104.25,Yes
C01793,29,Female,New York,Frozen Foods,5,No,25,14.2,No
C01794,59,Male,Miami,Bakery,2,Yes,27,59.4,No
C01795,26,Female,Miami,Beverages,6,Yes,4,6.9,No
C01796,32,Female,Los Angeles,Dairy,1,No,19,13.99,No
C01797,57,Female,Los Angeles,Snacks,6,No,13,152.88,Yes
C01798,42,Male,Miami,Frozen Foods,5,No,19,228.25,Yes
C01799,22,Male,Los Angeles,Bakery,9,Yes,13,64.8,No
C01800,28,Male,Houston,Household,7,No,23,65.1,No
C01801,51,Female,New York,Produce,6,No,12,202.74,Yes
C01802,41,Female,Miami,Household,7,Yes,2,135.59,Yes
C01803,32,Male,New York,Household,10,No,5,315.5,Yes
C01804,55,Male,Houston,Frozen Foods,5,No,18,249.4,Yes
C01805,25,Female,Los Angeles,Snacks,1,No,23,49.36,No
C01806,22,Male,Chicago,Bakery,9,Yes,23,164.97,Yes
C01807,65,Female,Houston,Snacks,5,Yes,19,128.45,Yes
C01808,43,Male,Chicago,Produce,4,Yes,3,181.32,Yes
C01809,35,Female,New York,Household,6,Yes,24,33.12,No
C01810,23,Male,Miami,Frozen Foods,5,No,23,115.8,Yes
C01811,54,Male,Los Angeles,Dairy,1,Yes,4,19.5,No
C01812,65,Female,Houston,Dairy,2,Yes,18,30.9,No
C01813,30,Female,Los Angeles,Frozen Foods,4,Yes,12,198.88,Yes
C01814,45,Female,Chicago,Dairy,8,Yes,29,295.52,Yes
C01815,22,Male,Chicago,Household,5,No,3,100.25,Yes
C01816,30,Female,Miami,Bakery,7,Yes,27,291.34,Yes
C01817,34,Female,Chicago,Frozen Foods,2,Yes,11,49.98,No
C01818,67,Male,Miami,Frozen Foods,8,Yes,14,350.16,Yes
C01819,57,Female,Houston,Snacks,5,Yes,27,70.25,No
C01820,62,Female,Miami,Beverages,4,Yes,3,47.84,No
C01821,49,Female,Chicago,Snacks,9,No,5,118.08,Yes
C01822,46,Male,New York,Dairy,6,Yes,29,164.34,Yes
C01823,68,Male,Miami,Beverages,4,Yes,7,61.08,No
C01824,20,Male,Los Angeles,Frozen Foods,8,No,20,65.68,No
C01825,57,Female,New York,Dairy,3,Yes,17,149.22,Yes
C01826,51,Male,Miami,Produce,10,No,19,451.2,Yes
C01827,57,Female,Los Angeles,Dairy,2,No,3,64.24,No
C01828,44,Female,New York,Beverages,7,No,1,312.83,Yes
C01829,30,Female,Miami,Beverages,4,No,8,187.36,Yes
C01830,62,Male,Houston,Frozen Foods,4,No,20,136.52,Yes
C01831,50,Male,Los Angeles,Bakery,10,No,5,264.2,Yes
C01832,23,Female,Houston,Produce,9,Yes,3,397.98,Yes
C01833,41,Female,Chicago,Frozen Foods,2,No,20,57.64,No
C01834,36,Male,Miami,Produce,1,Yes,17,7.21,No
C01835,33,Male,Miami,Produce,7,No,13,132.86,Yes
C01836,57,Male,Los Angeles,Frozen Foods,8,Yes,13,182.8,Yes
C01837,45,Female,Miami,Household,3,No,4,140.49,Yes
C01838,50,Male,Chicago,Dairy,2,Yes,18,66.6,No
C01839,65,Male,Miami,Snacks,4,No,26,175.56,Yes
C01840,58,Male,New York,Produce,2,Yes,30,76.24,No
C01841,30,Female,Houston,Household,2,Yes,6,32.36,No
C01842,60,Male,Chicago,Beverages,5,Yes,2,181.1,Yes
C01843,62,Female,Chicago,Frozen Foods,10,No,15,105.7,Yes
C01844,42,Female,Houston,Bakery,5,Yes,25,105.0,Yes
C01845,59,Female,Houston,Household,8,No,2,324.0,Yes
C01846,53,Male,Chicago,Dairy,9,Yes,20,278.82,Yes
C01847,44,Male,Houston,Household,2,No,29,82.9,No
C01848,55,Male,Los Angeles,Produce,1,No,20,13.48,No
C01849,24,Female,Houston,Bakery,3,Yes,16,113.22,Yes
C01850,22,Male,New York,Household,6,Yes,28,65.46,No
C01851,60,Female,New York,Dairy,5,No,11,138.6,Yes
C01852,62,Male,Los Angeles,Household,8,No,17,177.92,Yes
C01853,68,Male,Houston,Frozen Foods,8,No,29,226.16,Yes
C01854,48,Male,New York,Bakery,2,Yes,27,15.28,No
C01855,40,Male,Miami,Beverages,9,Yes,23,168.3,Yes
C01856,59,Female,Houston,Produce,4,Yes,1,134.72,Yes
C01857,27,Female,Los Angeles,Produce,1,Yes,13,28.37,No
C01858,49,Female,Houston,Bakery,2,Yes,8,55.8,No
C01859,60,Female,Chicago,Dairy,6,Yes,3,156.18,Yes
C01860,47,Male,Chicago,Frozen Foods,5,Yes,14,236.25,Yes
C01861,56,Female,New York,Household,7,No,24,327.53,Yes
C01862,48,Female,Chicago,Household,9,No,24,167.85,Yes
C01863,35,Female,Los Angeles,Snacks,6,Yes,26,109.44,Yes
C01864,53,Male,New York,Produce,6,Yes,28,169.14,Yes
C01865,19,Female,Los Angeles,Household,2,Yes,14,11.36,No
C01866,31,Female,Los Angeles,Beverages,7,No,26,110.95,Yes
C01867,30,Male,Chicago,Produce,2,No,21,24.62,No
C01868,46,Male,Chicago,Produce,7,Yes,30,83.65,No
C01869,29,Female,Los Angeles,Snacks,8,No,14,258.32,Yes
C01870,56,Female,Chicago,Snacks,1,Yes,19,19.83,No
C01871,19,Male,Chicago,Frozen Foods,9,No,11,84.51,No
C01872,49,Female,Chicago,Household,8,Yes,27,355.92,Yes
C01873,30,Male,Houston,Household,9,No,12,394.47,Yes
C01874,63,Female,Los Angeles,Produce,5,Yes,27,216.3,Yes
C01875,44,Female,Miami,Produce,4,No,25,80.6,No
C01876,66,Female,Los Angeles,Dairy,1,No,1,3.79,No
C01877,58,Female,New York,Dairy,9,Yes,1,56.07,No
C01878,34,Female,Chicago,Household,4,Yes,14,58.12,No
C01879,57,Male,Chicago,Bakery,4,Yes,18,47.12,No
C01880,48,Male,Miami,Bakery,4,No,29,175.32,Yes
C01881,51,Female,New York,Beverages,2,Yes,26,98.66,No
C01882,41,Female,Houston,Household,4,Yes,22,164.08,Yes
C01883,62,Female,Los Angeles,Household,2,Yes,2,73.52,No
C01884,52,Male,Houston,Household,8,Yes,4,238.72,Yes
C01885,65,Male,New York,Beverages,7,No,22,271.11,Yes
C01886,23,Male,Miami,Dairy,10,Yes,18,474.0,Yes
C01887,36,Male,New York,Bakery,2,Yes,4,60.94,No
C01888,47,Male,Miami,Household,2,No,23,17.16,No
C01889,24,Male,Houston,Beverages,2,Yes,17,18.06,No
C01890,27,Male,Houston,Produce,1,Yes,16,29.61,No
C01891,58,Male,New York,Bakery,6,Yes,16,104.04,Yes
C01892,49,Female,New York,Snacks,6,Yes,9,273.6,Yes
C01893,51,Male,Chicago,Bakery,1,Yes,26,30.97,No
C01894,45,Male,Miami,Produce,1,Yes,10,34.15,No
C01895,32,Male,Chicago,Dairy,6,Yes,7,7.74,No
C01896,47,Male,Los Angeles,Frozen Foods,6,No,9,152.64,Yes
C01897,54,Female,Los Angeles,Frozen Foods,4,No,23,88.52,No
C01898,46,Male,New York,Dairy,3,Yes,16,106.77,Yes
C01899,39,Female,Houston,Produce,9,Yes,27,177.75,Yes
C01900,21,Female,Los Angeles,Beverages,6,No,17,293.1,Yes
C01901,37,Female,Los Angeles,Bakery,1,Yes,23,33.84,No
C01902,49,Male,Chicago,Bakery,3,No,27,100.02,Yes
C01903,53,Male,Chicago,Beverages,1,No,25,46.05,No
C01904,67,Male,Los Angeles,Frozen Foods,3,Yes,29,149.31,Yes
C01905,21,Female,New York,Household,2,No,24,21.38,No
C01906,44,Female,Chicago,Household,5,No,16,203.6,Yes
C01907,34,Female,Los Angeles,Dairy,3,Yes,16,26.85,No
C01908,29,Female,Houston,Household,7,Yes,28,163.8,Yes
C01909,39,Male,Chicago,Dairy,8,Yes,20,47.28,No
C01910,34,Male,Los Angeles,Household,7,Yes,21,220.85,Yes
C01911,27,Male,Miami,Snacks,2,Yes,19,47.92,No
C01912,18,Female,Chicago,Frozen Foods,10,Yes,10,318.1,Yes
C01913,39,Female,Miami,Dairy,10,Yes,26,342.2,Yes
C01914,43,Male,Chicago,Snacks,7,Yes,28,219.45,Yes
C01915,35,Male,Chicago,Beverages,10,Yes,2,154.1,Yes
C01916,67,Female,Miami,Frozen Foods,3,Yes,3,126.03,Yes
C01917,31,Male,New York,Frozen Foods,7,Yes,7,196.21,Yes
C01918,64,Male,Los Angeles,Dairy,1,No,24,25.0,No
C01919,46,Female,New York,Dairy,2,No,2,98.74,No
C01920,29,Female,New York,Produce,10,No,25,148.9,Yes
C01921,53,Female,Los Angeles,Household,1,Yes,13,26.87,No
C01922,52,Male,Houston,Beverages,9,Yes,4,309.87,Yes
C01923,69,Female,New York,Beverages,2,No,15,14.28,No
C01924,29,Male,New York,Bakery,2,No,18,36.72,No
C01925,24,Male,New York,Snacks,6,No,7,241.68,Yes
C01926,46,Female,Houston,Snacks,7,No,27,88.2,No
C01927,28,Male,Chicago,Produce,2,No,18,50.34,No
C01928,50,Female,Miami,Bakery,4,No,7,127.6,Yes
C01929,23,Female,Miami,Beverages,3,Yes,24,101.67,Yes
C01930,64,Male,Houston,Household,5,No,29,183.45,Yes
C01931,32,Male,New York,Household,9,No,9,390.87,Yes
C01932,49,Female,Miami,Household,2,Yes,30,40.5,No
C01933,68,Female,Houston,Household,5,Yes,28,178.1,Yes
C01934,28,Female,Los Angeles,Snacks,8,No,12,295.04,Yes
C01935,40,Female,Miami,Beverages,6,Yes,27,94.26,No
C01936,43,Female,Los Angeles,Household,4,No,1,193.76,Yes
C01937,51,Female,New York,Beverages,10,No,2,434.0,Yes
C01938,63,Male,Miami,Bakery,8,Yes,18,121.6,Yes
C01939,51,Male,Houston,Snacks,3,Yes,14,102.24,Yes
C01940,46,Male,Chicago,Dairy,4,Yes,23,144.68,Yes
C01941,21,Male,Miami,Dairy,9,No,6,199.26,Yes
C01942,34,Female,Miami,Bakery,5,No,30,216.6,Yes
C01943,52,Male,Miami,Snacks,6,Yes,11,208.92,Yes
C01944,30,Male,Miami,Produce,2,No,25,66.5,No
C01945,58,Female,Houston,Frozen Foods,9,No,19,106.38,Yes
C01946,56,Male,Houston,Bakery,8,Yes,8,167.84,Yes
C01947,32,Female,Chicago,Beverages,7,Yes,21,155.82,Yes
C01948,46,Female,Houston,Bakery,9,No,5,332.55,Yes
C01949,46,Female,Houston,Frozen Foods,5,No,26,156.5,Yes
C01950,28,Female,New York,Bakery,5,Yes,29,26.05,No
C01951,69,Female,New York,Snacks,9,Yes,27,144.72,Yes
C01952,49,Male,Los Angeles,Beverages,5,Yes,28,120.9,Yes
C01953,19,Male,Chicago,Frozen Foods,9,Yes,21,333.9,Yes
C01954,64,Male,New York,Household,1,Yes,24,37.43,No
C01955,31,Female,Chicago,Dairy,10,No,7,250.4,Yes
C01956,37,Male,Chicago,Produce,10,Yes,27,67.3,No
C01957,39,Male,Miami,Bakery,8,No,28,122.8,Yes
C01958,28,Male,Chicago,Bakery,3,No,23,40.44,No
C01959,44,Male,Miami,Frozen Foods,8,No,4,314.16,Yes
C01960,20,Female,Los Angeles,Produce,5,No,30,49.1,No
C01961,34,Male,Los Angeles,Bakery,2,Yes,15,47.56,No
C01962,61,Female,Los Angeles,Dairy,9,No,22,304.83,Yes
C01963,45,Female,Miami,Frozen Foods,4,No,29,193.08,Yes
C01964,46,Male,Miami,Snacks,7,Yes,1,349.72,Yes
C01965,38,Female,Los Angeles,Beverages,8,No,22,381.52,Yes
C01966,64,Female,Miami,Dairy,7,Yes,5,253.33,Yes
C01967,33,Female,Houston,Produce,6,Yes,29,225.48,Yes
C01968,54,Female,Houston,Produce,7,Yes,17,267.4,Yes
C01969,37,Female,Miami,Dairy,4,No,13,173.08,Yes
C01970,23,Female,Miami,Household,10,No,27,476.4,Yes
C01971,36,Female,New York,Snacks,1,No,17,22.84,No
C01972,22,Male,New York,Bakery,5,No,19,107.05,Yes
C01973,20,Male,Chicago,Snacks,8,No,4,188.48,Yes
C01974,18,Female,Chicago,Bakery,10,Yes,17,333.3,Yes
C01975,55,Female,Chicago,Bakery,6,Yes,12,234.0,Yes
C01976,32,Male,Los Angeles,Produce,5,No,30,218.3,Yes
C01977,51,Male,Houston,Bakery,2,No,26,46.7,No
C01978,52,Male,Los Angeles,Dairy,10,No,23,188.1,Yes
C01979,66,Male,Miami,Household,5,No,18,245.9,Yes
C01980,42,Female,New York,Bakery,10,Yes,11,123.6,Yes
C01981,41,Female,Miami,Dairy,3,No,4,35.64,No
C01982,29,Male,Miami,Beverages,2,No,12,72.1,No
C01983,35,Male,New York,Produce,3,No,9,29.4,No
C01984,32,Male,Miami,Snacks,4,No,24,82.28,No
C01985,61,Male,Chicago,Frozen Foods,2,No,18,30.66,No
C01986,33,Female,New York,Snacks,4,Yes,27,37.08,No
C01987,44,Male,Miami,Snacks,4,Yes,27,117.64,Yes
C01988,25,Male,Chicago,Household,6,Yes,9,115.8,Yes
C01989,63,Male,Chicago,Frozen Foods,5,No,1,118.25,Yes
C01990,42,Female,Houston,Household,7,No,6,74.2,No
C01991,34,Female,Chicago,Produce,7,Yes,19,270.41,Yes
C01992,46,Female,Los Angeles,Bakery,3,Yes,1,49.26,No
C01993,25,Male,New York,Beverages,9,No,8,160.11,Yes
C01994,32,Male,New York,Snacks,7,No,6,93.52,No
C01995,44,Male,New York,Household,7,Yes,4,156.03,Yes
C01996,63,Female,Miami,Bakery,2,Yes,3,47.44,No
C01997,67,Female,Miami,Snacks,10,Yes,13,269.5,Yes
C01998,69,Male,Los Angeles,Produce,3,Yes,26,145.23,Yes
C01999,24,Male,Chicago,Produce,3,No,2,135.99,Yes
C02000,20,Female,Miami,Dairy,6,Yes,13,185.16,Yes
C02001,46,Male,Chicago,Produce,4,Yes,21,11.64,No
C02002,61,Male,Chicago,Produce,4,No,15,124.0,Yes
C02003,41,Male,Miami,Snacks,1,Yes,8,5.39,No
C02004,20,Female,Miami,Beverages,6,No,12,214.86,Yes
C02005,37,Male,Los Angeles,Household,8,Yes,8,160.88,Yes
C02006,63,Male,Houston,Snacks,8,Yes,19,336.4,Yes
C02007,32,Male,New York,Household,8,No,9,377.44,Yes
C02008,42,Male,Miami,Bakery,5,Yes,10,107.2,Yes
C02009,47,Female,Miami,Household,10,No,21,235.7,Yes
C02010,31,Female,Chicago,Produce,6,No,23,179.52,Yes
C02011,24,Female,Houston,Dairy,5,Yes,27,53.3,No
C02012,34,Male,Miami,Beverages,4,No,25,185.76,Yes
C02013,61,Female,Houston,Dairy,4,No,7,88.88,No
C02014,37,Male,New York,Frozen Foods,4,No,10,36.68,No
C02015,53,Female,Chicago,Dairy,4,Yes,3,153.48,Yes
C02016,26,Male,Los Angeles,Dairy,6,No,2,70.44,No
C02017,55,Female,New York,Bakery,6,Yes,28,48.18,No
C02018,65,Female,Houston,Produce,5,No,7,142.9,Yes
C02019,39,Female,Houston,Bakery,9,No,10,305.1,Yes
C02020,19,Male,New York,Produce,8,No,8,231.28,Yes
C02021,41,Male,Houston,Bakery,10,No,12,331.7,Yes
C02022,25,Male,Los Angeles,Produce,6,No,28,39.96,No
C02023,28,Female,Los Angeles,Household,9,No,20,218.88,Yes
C02024,30,Male,Houston,Produce,5,Yes,17,92.45,No
C02025,34,Male,Houston,Produce,10,Yes,22,487.0,Yes
C02026,25,Male,Los Angeles,Dairy,4,Yes,9,13.72,No
C02027,38,Male,Houston,Frozen Foods,6,No,20,93.72,No
C02028,35,Male,Miami,Produce,4,Yes,3,188.6,Yes
C02029,47,Male,Chicago,Frozen Foods,8,No,22,393.52,Yes
C02030,35,Female,Miami,Frozen Foods,7,Yes,22,289.94,Yes
C02031,63,Female,Houston,Snacks,5,No,4,23.6,No
C02032,64,Male,Houston,Snacks,10,Yes,7,285.1,Yes
C02033,48,Female,Chicago,Beverages,6,Yes,27,123.66,Yes
C02034,55,Female,Houston,Household,7,Yes,18,283.64,Yes
C02035,49,Male,Chicago,Bakery,2,Yes,17,7.4,No
C02036,28,Male,Los Angeles,Snacks,9,No,27,95.94,No
C02037,62,Female,Chicago,Produce,7,No,22,174.79,Yes
C02038,42,Male,Chicago,Frozen Foods,8,No,3,69.76,No
C02039,50,Female,Miami,Bakery,5,Yes,3,174.7,Yes
C02040,55,Female,Houston,Beverages,3,No,13,123.66,Yes
C02041,58,Female,Los Angeles,Snacks,2,No,17,71.04,No
C02042,25,Male,New York,Dairy,2,Yes,29,45.14,No
C02043,28,Female,Chicago,Household,3,Yes,18,132.12,Yes
C02044,39,Male,New York,Bakery,1,Yes,19,7.75,No
C02045,68,Male,Houston,Beverages,1,Yes,17,13.76,No
C02046,41,Male,Chicago,Produce,7,No,24,174.93,Yes
C02047,58,Male,New York,Bakery,10,Yes,16,40.1,No
C02048,34,Male,Miami,Frozen Foods,8,No,16,45.52,No
C02049,29,Female,New York,Produce,6,Yes,22,122.82,Yes
C02050,63,Male,Miami,Produce,7,Yes,25,330.75,Yes
C02051,49,Male,Los Angeles,Bakery,1,Yes,1,45.51,No
C02052,32,Male,Houston,Dairy,1,Yes,27,23.83,No
C02053,33,Male,New York,Dairy,9,No,14,71.73,No
C02054,39,Male,Chicago,Bakery,5,Yes,28,48.65,No
C02055,45,Female,Houston,Bakery,7,Yes,15,136.5,Yes
C02056,37,Male,New York,Bakery,6,No,4,67.74,No
C02057,50,Male,Chicago,Household,4,Yes,20,20.28,No
C02058,27,Female,Chicago,Household,1,No,21,34.02,No
C02059,57,Male,Chicago,Frozen Foods,4,No,11,117.96,Yes
C02060,49,Female,Chicago,Snacks,10,No,18,152.7,Yes
C02061,67,Female,New York,Produce,10,Yes,29,391.7,Yes
C02062,50,Female,Los Angeles,Bakery,8,No,17,312.16,Yes
C02063,19,Female,Miami,Household,1,Yes,28,25.06,No
C02064,50,Male,Miami,Snacks,2,No,9,11.46,No
C02065,50,Male,Miami,Frozen Foods,8,No,21,368.08,Yes
C02066,58,Female,Los Angeles,Produce,2,Yes,24,67.52,No
C02067,30,Female,Chicago,Snacks,10,No,14,131.1,Yes
C02068,47,Male,Chicago,Produce,9,Yes,28,278.19,Yes
C02069,50,Female,Houston,Dairy,3,No,3,62.55,No
C02070,30,Female,Miami,Bakery,3,Yes,20,96.39,No
C02071,69,Female,Miami,Dairy,6,Yes,20,145.32,Yes
C02072,43,Male,Chicago,Beverages,3,No,22,74.37,No
C02073,39,Female,Miami,Frozen Foods,9,No,4,333.54,Yes
C02074,56,Male,Chicago,Bakery,8,Yes,16,248.56,Yes
C02075,19,Male,Chicago,Snacks,4,No,21,19.68,No
C02076,55,Male,Chicago,Produce,6,Yes,12,25.2,No
C02077,56,Female,New York,Household,8,No,30,127.6,Yes
C02078,43,Female,New York,Beverages,4,Yes,21,88.32,No
C02079,63,Male,New York,Frozen Foods,5,Yes,8,72.45,No
C02080,67,Male,New York,Frozen Foods,7,No,9,230.44,Yes
C02081,32,Male,Los Angeles,Frozen Foods,8,Yes,11,84.48,No
C02082,51,Female,Houston,Snacks,7,Yes,24,248.5,Yes
C02083,59,Female,Houston,Bakery,8,No,28,311.04,Yes
C02084,61,Male,Chicago,Dairy,4,No,5,28.36,No
C02085,66,Male,Miami,Beverages,1,Yes,12,32.89,No
C02086,57,Female,New York,Snacks,6,No,28,288.66,Yes
C02087,28,Male,Houston,Produce,5,Yes,22,52.25,No
C02088,20,Female,Houston,Snacks,4,Yes,20,182.24,Yes
C02089,23,Female,New York,Produce,2,No,2,61.4,No
C02090,26,Male,Los Angeles,Produce,1,No,11,29.96,No
C02091,23,Male,Los Angeles,Frozen Foods,9,No,11,31.86,No
C02092,26,Female,Houston,Snacks,2,Yes,21,75.34,No
C02093,56,Female,Los Angeles,Dairy,9,No,1,219.96,Yes
C02094,48,Female,New York,Produce,6,Yes,17,218.04,Yes
C02095,49,Female,Houston,Household,6,No,17,243.9,Yes
C02096,58,Female,New York,Frozen Foods,2,Yes,4,53.34,No
C02097,67,Male,Los Angeles,Dairy,6,Yes,14,83.52,No
C02098,29,Female,New York,Snacks,3,No,5,23.82,No
C02099,25,Female,Los Angeles,Dairy,7,Yes,4,62.02,No
C02100,25,Female,Los Angeles,Snacks,10,Yes,6,434.8,Yes
C02101,67,Male,New York,Produce,4,Yes,18,28.24,No
C02102,45,Male,Los Angeles,Beverages,9,No,21,178.65,Yes
C02103,37,Female,Chicago,Beverages,5,Yes,13,86.9,No
C02104,64,Female,New York,Bakery,10,No,6,434.1,Yes
C02105,24,Male,Chicago,Bakery,3,Yes,15,73.23,No
C02106,28,Male,New York,Produce,1,Yes,5,49.83,No
C02107,37,Male,Los Angeles,Dairy,1,No,6,37.12,No
C02108,33,Male,Los Angeles,Snacks,4,Yes,24,170.8,Yes
C02109,21,Female,Houston,Beverages,10,Yes,18,58.3,No
C02110,23,Male,Houston,Snacks,10,Yes,29,134.0,Yes
C02111,39,Female,Chicago,Produce,4,No,7,30.56,No
C02112,43,Female,Los Angeles,Dairy,9,No,30,213.48,Yes
C02113,20,Male,Houston,Household,8,No,6,289.6,Yes
C02114,58,Male,Los Angeles,Snacks,4,Yes,26,37.12,No
C02115,59,Male,New York,Dairy,6,No,8,44.28,No
C02116,31,Male,Houston,Household,7,Yes,25,217.84,Yes
C02117,28,Female,Chicago,Beverages,10,Yes,30,122.9,Yes
C02118,35,Female,Houston,Snacks,8,Yes,24,195.92,Yes
C02119,29,Female,Los Angeles,Frozen Foods,4,No,30,14.0,No
C02120,40,Male,Miami,Beverages,1,No,5,34.35,No
C02121,29,Female,Miami,Dairy,5,No,4,137.6,Yes
C02122,30,Male,Los Angeles,Produce,1,Yes,19,32.72,No
C02123,42,Female,New York,Frozen Foods,4,No,10,57.96,No
C02124,62,Male,Houston,Bakery,7,No,9,102.55,Yes
C02125,68,Female,Miami,Snacks,7,Yes,23,281.89,Yes
C02126,36,Female,New York,Bakery,1,No,1,36.21,No
C02127,63,Male,Los Angeles,Beverages,9,No,19,264.69,Yes
C02128,53,Female,New York,Snacks,2,No,29,63.56,No
C02129,62,Female,Los Angeles,Snacks,5,No,12,28.05,No
C02130,25,Male,Houston,Frozen Foods,6,No,19,257.7,Yes
C02131,46,Male,New York,Frozen Foods,1,No,13,38.73,No
C02132,49,Male,Houston,Frozen Foods,2,Yes,22,59.86,No
C02133,68,Male,New York,Frozen Foods,7,Yes,15,322.07,Yes
C02134,61,Male,Los Angeles,Produce,6,Yes,29,55.56,No
C02135,35,Female,Los Angeles,Dairy,6,No,2,207.9,Yes
C02136,23,Male,New York,Frozen Foods,6,No,20,289.14,Yes
C02137,35,Female,Los Angeles,Beverages,7,Yes,12,113.33,Yes
C02138,36,Female,Chicago,Snacks,10,Yes,18,17.5,No
C02139,39,Male,Chicago,Bakery,9,No,21,333.09,Yes
C02140,54,Female,Houston,Frozen Foods,9,No,29,12.06,No
C02141,49,Female,Chicago,Beverages,2,No,4,87.5,No
C02142,58,Male,Chicago,Produce,2,No,20,7.52,No
C02143,20,Female,Miami,Beverages,5,No,12,164.95,Yes
C02144,45,Male,Miami,Bakery,10,No,20,194.8,Yes
C02145,27,Male,Miami,Bakery,7,Yes,13,76.72,No
C02146,68,Male,Miami,Beverages,3,Yes,4,135.03,Yes
C02147,52,Female,Los Angeles,Produce,3,No,14,112.71,Yes
C02148,46,Female,Houston,Bakery,4,Yes,21,70.72,No
C02149,32,Female,Houston,Produce,3,Yes,18,44.76,No
C02150,50,Female,Chicago,Snacks,3,No,6,111.18,Yes
C02151,24,Male,Houston,Frozen Foods,8,Yes,1,335.92,Yes
C02152,29,Female,Chicago,Bakery,7,No,10,252.56,Yes
C02153,66,Male,Houston,Beverages,7,No,18,226.52,Yes
C02154,47,Female,New York,Dairy,10,Yes,19,121.7,Yes
C02155,38,Female,New York,Dairy,2,Yes,2,85.58,No
C02156,48,Female,Houston,Household,9,Yes,15,339.57,Yes
C02157,41,Female,Los Angeles,Snacks,6,No,3,158.1,Yes
C02158,37,Female,Chicago,Dairy,3,No,8,78.21,No
C02159,54,Male,Houston,Snacks,9,No,19,260.01,Yes
C02160,21,Female,Chicago,Frozen Foods,9,No,11,374.31,Yes
C02161,45,Female,Miami,Household,6,Yes,14,224.22,Yes
